sampleID	Bucket	SampleNumber	SampleType	FLWC_Detail	FLWC_Age_Months	FLWC_Location	Sampler_Initials	Bulking_Material_Detail	Composting_Time_Point	Date	Season	Crate_Location	Temp_Top_Bucket_C	Temp_Bottom_Bucket_C	Average_Ambient_Temp	Wt_Bucket_Compost_Kg	Wt_Bucket_Kg	Wt_Compost_Kg	Observations_Outside_Bucket	Observations_Vent_Tube	Visible_Contents_Access_Port	Compost_Temp_C	Compost_Moisture_Percent	Sample_Weight_g	Observed_Sample_Color	Observed_Sample_Moisture	Observed_Sample_Contents	Observed_Sample_Smell	Observed_Sample_Organisms_YN	Organism_Type	Length_Observed_Organism_mm	Compost_pH	Notes_Comments	sample_uuid	Sequenced_16S	Sequenced_18S	Sequenced_ITS	Sequenced_Metagenome
S_9bdde5b8	13	58	Human Excrement Compost				LW		24	2022-05-24		5	20	20	20	6.6	1.4	5.2		coconut coir; live flies	coconut coir; small live flies	12.7	69	2					Y	live fly	too fast to measure	5.5			Y		Y	
S_bcfb04c4	13	59	Human Excrement Compost Pre-Roll				LW		25	2022-05-31		6	24	26	25	6.6	1.4	5.2		coconut coir; live flies	coconut coir; small live flies	12.4	100	2					N			6						
S_89909279	13	60	Human Excrement Compost				LW		25	2022-05-31		6	24	26	25	6.6	1.4	5.2		coconut coir; live flies	coconut coir; small live flies	13.3	70	2					N			6			Y			Y
S_215e0d46	13	61	Human Excrement Compost Pre-Roll				LW		26	2022-06-07		7	23	24	23.5	6.5	1.4	5.1	dead fly	coconut coir; live flies	coconut coir; small live flies; white larva	16.1	95	2					Y	live white larva; live flies	too fast to measure	6						
S_cc5a049c	13	62	Human Excrement Compost				LW		26	2022-06-07		7	22	24	23	6.5	1.4	5.1	dead flies	coconut coir	coconut coir	16.6	100	2					N			5.5			Y		Y	
S_18badd69	13	63	Human Excrement Compost Pre-Roll				LW		27	2022-06-14		8	27	29	28	6.6	1.4	5.2	dead flies	coconut coir	coconut coir; live black flies; air pocket	16.6	100	2					N			5						
S_7bf688f0	13	64	Human Excrement Compost				LW		27	2022-06-14		8	28.5	29	28.75	6.6	1.4	5.2		coconut coir	coconut coir	18.8	100	2					N			5			Y			Y
S_de4baf20	13	65	Human Excrement Compost Pre-Roll				LW		28	2022-06-21		9	27	28	27.5	6.6	1.4	5.2		coconut coir	coconut coir	15.3	92	2					N	black fly	too small to measure	5						
S_20c7eaa4	13	66	Human Excrement Compost				LW		28	2022-06-21		9	27	28	27.5	6.6	1.4	5.2		coconut coir	coconut coir	15.7	100	2					N			5			Y		Y	
S_a20d6883	13	67	Human Excrement Compost Pre-Roll				LW		29	2022-06-28		10	35.5	35	35.25	6.6	1.4	5.2	dead black flies; dust	coconut coir; live black flies	coconut coir; live black flies	20	100	2					Y	small clear live larvae	too small to measure	4.5						
S_8962a691	13	68	Human Excrement Compost				LW		29	2022-06-28		10	35	34	34.5	6.6	1.4	5.2		coconut coir	coconut coir	20.9	91	2					N			4.5			Y			Y
S_d478cadd	13	69	Human Excrement Compost Pre-Roll				LW		30			11																										
S_e50f57b2	13	70	Human Excrement Compost				LW		30	2022-07-05		11	25.5	25	25.25	6.5	1.4	5.1		coconut coir	coconut coir	18.3	100	2					N			4.5			Y		Y	
S_5afd4655	13	71	Human Excrement Compost Pre-Roll				LW		31			12																										
S_862f44ec	13	72	Human Excrement Compost				LW		31	2022-07-12		12	29	26	27.5	6.5	1.4	5.1		coconut coir	coconut coir; feces	18.2	100	2					N			4.5			Y			Y
S_94bb94d4	13	73	Human Excrement Compost				LW		32	2022-07-19		13	30	30	30	6.5	1.4	5.1		coconut coir	coconut coir; feces	21.8	85	2					N			4.5			Y		Y	
S_6b3e322f	13	74	Human Excrement Compost				LW		33	2022-07-26		14	20	20	20	6.6	1.4	5.2		coconut coir	coconut coir; feces	18.2	56	2					N			5			Y			Y
S_f29ea169	13	75	Human Excrement Compost				JM		34	2022-08-02		15	25.5	25	25.25	6.6	1.4	5.2		coconut coir	coconut coir; feces	20.5	79	2					N			5			Y		Y	
S_05ab89e8	13	76	Human Excrement Compost				LW		35	2022-08-09		16	26.5	26	26.25	6.5	1.4	5.1		coconut coir	coconut coir; feces	19.9	90	2					N			5			Y	Y		Y
S_20459b87	13	77	Human Excrement Compost				JM		36	2022-08-16		17	23	22	22.5	6.5	1.4	5.1		coconut coir	coconut coir; feces	18.9	100	2					N			5			Y		Y	
S_0d4da84e	13	78	Human Excrement Compost				LW		37	2022-08-23		18	23	22	22.5	6.5	1.4	5.1		coconut coir	coconut coir; feces	18.8	100	2					N			4.5			Y			Y
S_b9a19e40	13	79	Human Excrement Compost				JM		38	2022-08-30		19	28	25	26.5	6.5	1.4	5.1		coconut coir	coconut coir; feces	19	100	2					N			4.5			Y		Y	
S_9fb2df96	13	80	Human Excrement Compost				AKW		39	2022-09-06		20	23	23	23	6.4	1.4	5		coconut coir	coconut coir	19.4	100	2					N			4.5			Y			Y
S_10f604c8	13	81	Human Excrement Compost				AR		40	2022-09-13		1	21	21	21	6.4	1.4	5		coconut coir	coconut coir	15.9	96	2					N			4.5			Y		Y	
S_e15d5cfb	13	82	Human Excrement Compost				AKW		41	2022-09-20		2	18	17	17.5	6.2	1.4	4.8		coconut coir; 1 black fly	coconut coir	15.2	100	2					N			4.5			Y			Y
S_48e22337	13	83	Human Excrement Compost				AKW		42	2022-09-27		3	20	19	19.5	6.4	1.4	5		coconut coir	coconut coir	14.8	100	2					N			4.5			Y		Y	
S_07df88a9	13	84	Human Excrement Compost				KVO		43	2022-10-04		4	14.5	15	14.75	6.4	1.4	5		coconut coir	coconut coir	13.4	100	2					N			4.5			Y			Y
S_61e4064a	13	85	Human Excrement Compost				KVO		44	2022-10-11		5	14.5	15	14.75	6.5	1.4	5.1		coconut coir	coconut coir		93	2					N			4.5			Y		Y	
S_5936703c	13	86	Human Excrement Compost				KVO		45	2022-10-18		6	15.5	16.5	16	6.3	1.4	4.9		coconut coir	coconut coir	12.2	100	2					N			4.5			Y			Y
S_fe15506a	13	87	Human Excrement Compost				AR		46	2022-10-25		7	17	17	17	6.3	1.4	4.9		coconut coir	coconut coir	10.9	87	2					N			4.5			Y		Y	
S_e84c88fe	13	88	Human Excrement Compost				AR		47	2022-11-01		8	16	15	15.5	6.4	1.4	5		coconut coir	coconut coir; feces	11.4	57	2					N			4.5			Y			Y
S_300969fa	13	89	Human Excrement Compost				AR		48	2022-11-08		9	15	16	15.5	6.3	1.4	4.9		coconut coir	coconut coir	11.6	56	2					N			4.5			Y		Y	
S_ff07e892	13	90	Human Excrement Compost				AR		49	2022-11-15		10	16	14	15	6.3	1.4	4.9		coconut coir	coconut coir	10.4	93	2					N			4.5			Y			Y
S_fbf2bf19	13	91	Human Excrement Compost				AVO		50	2022-11-22		11	16	16	16	6.3	1.4	4.9		coconut coir	coconut coir	10.7	100	2					N			4.5			Y		Y	
S_78f811e0	13	92	Human Excrement Compost				AR		51	2022-11-29		12	11	11	11	6.3	1.4	4.9		coconut coir	coconut coir	9.7	100	2					N			4.5			Y			Y
S_6b92a1ca	13	93	Human Excrement Compost				KVO		52	2022-12-06		13	13.5	14	13.75	6.2	1.4	4.8		coconut coir	coconut coir	10.7	100	2					N			4.5			Y	Y	Y	
S_765d4a8c	13		Human Excrement Compost				PI			2023-08-10		4	26	25	25.5	6.1	1.4	4.7		coconut coir	coocnut coir	17.1	100	2					N			4.5	Samples collected; DNA not extracted					
S_3bba36de	14	1	Bulking Material				Participant	Coconut Coir		2021-12-03																									Y	Y		Y
S_b1c4f4bb	14	2	Inside Toilet Pre Use				Participant			2021-12-03																									Y			Y
S_96ff4377	14	3	Other Controls				Participant			2021-12-03																									Y			
S_81ca21c2	14	4	Soil Nearby Toilet				Participant			2021-12-03																									Y			Y
S_e653e719	14	5	Human Excrement				Participant			2021-12-03																									Y	Y		Y
S_56041c74	14	6	Human Excrement				Participant			2021-12-11																									Y	Y		Y
S_a3368a1a	14	7	Human Excrement				Participant			2021-12-18																									Y	Y		Y
S_4c0a1b89	14	8	Human Excrement Compost Pre-Roll				JM		1	2022-01-06	Winter	5	12	9	10.5	7.3	1.4	5.9		coconut coir	coconout coir	11.3	93	2.4					N			7						
S_466fa593	14	9	Human Excrement Compost				JM		1	2022-01-06	Winter	5	11	10	10.5	7.3	1.4	5.9		coconut coir	coconout coir	10.2	75	2					N			7.2			Y	Y		Y
S_61595efd	14	10	Human Excrement Compost Pre-Roll				JM		2	2022-01-13	Winter	6	11	10	10.5	7.4	1.4	6	2 small dead black flies	coconut coir	coconout coir	10.6	100	2					N			7						
S_94c82cc8	14	11	Human Excrement Compost				JM		2	2022-01-13	Winter	6	11	11	11	7.4	1.4	6	2 small dead black flies	coconut coir	coconout coir	10.2	100	2					N			7			Y		Y	
S_ae005441	14	12	Human Excrement Compost Pre-Roll				LW		3	2022-01-20	Winter	7	10	9	9.5	7.4	1.4	6	small dead black flies	coconut coir	coconout coir	10.2	100	2					N			7	High moisture due to probe in feces					
S_46c01dc0	14	13	Human Excrement Compost				LW		3	2022-01-20	Winter	7	10	9	9.5	7.4	1.4	6	small dead black flies	coconut coir	coconout coir	9.5	70	2.1					N			7			Y			Y
S_bd600d2d	14	14	Human Excrement Compost Pre-Roll				JM		4	2022-01-27	Winter	8	10	10	10	7.3	1.4	5.9	small dead black flies	coconut coir	coconout coir; white fungus	9.8	81	2					N			7						
S_9505dbb3	14	15	Human Excrement Compost				JM		4	2022-01-27	Winter	8	10	9	9.5	7.3	1.4	5.9		coconut coir	coconout coir	9.8	60	2					N			7.3			Y		Y	
S_4b73f1cd	14	16	Human Excrement Compost Pre-Roll				JM		5	2022-02-03	Winter	9	10	7	8.5	7.2	1.4	5.8	small dead black flies	coconut coir	coconut coir; white fungus	6.6	83	2					N			6.6						
S_df01bbb7	14	17	Human Excrement Compost				JM		5	2022-02-03	Winter	9	7.5	6	6.75	7.2	1.4	5.8		coconut coir	coconut coir	6.9	57	2					N			7.2			Y			Y
S_7305ef8c	14	18	Human Excrement Compost Pre-Roll				LW		6	2022-02-10	Winter	10	11.5	11	11.25	7.2	1.4	5.8	small dead black flies	coconut coir	coconut coir; white fungus	10	100	2					N			7.2						
S_a8e6ea8a	14	19	Human Excrement Compost				LW		6	2022-02-10	Winter	10	12.5	13	12.75	7.2	1.4	5.8		coconut coir	coconut coir	9.9	86	2					N			6.8			Y		Y	
S_73a9fe2e	14	20	Human Excrement Compost Pre-Roll				JM		7	2022-02-17	Winter	11	12.5	11	11.75	7.3	1.4	5.9	small black flies	coconut coir	coconut coir	10.2	100	2					N			7						
S_2506a640	14	21	Human Excrement Compost				JM		7	2022-02-17	Winter	11	12.5	11	11.75	7.3	1.4	5.9		coconut coir	coconut coir	10.2	100	2					N			7.3			Y			Y
S_4b079f29	14	22	Human Excrement Compost Pre-Roll				JM		8	2022-02-24	Winter	12	15	12	13.5	7.1	1.4	5.7		coconut coir	coconut coir	9.8	100	2					N			6.5	Sampled at 12:45pm					
S_0a2ebf04	14	23	Human Excrement Compost				JM		8	2022-02-24	Winter	12	14	12	13	7.1	1.4	5.7		coconut coir	coconut coir	10.8	63	2					N			6.8			Y		Y	
S_fc35a565	14	24	Human Excrement Compost Pre-Roll				JM		9	2022-03-03		13	15	14	14.5	7.1	1.4	5.7		coconut coir	coconut coir	11.5	75	2					N			6.5						
S_3e7d20ac	14	25	Human Excrement Compost				JM		9	2022-03-03		13	15	14	14.5	7.1	1.4	5.7		coconut coir	coconut coir	11.5	78	2					N			6.5			Y			Y
S_9e104535	14	26	Human Excrement Compost Pre-Roll				TL		10	2022-03-08		14	14	12	13	7.3	1.4	5.9	small dead black flies	coconut coir	coconut coir	10.8	100	2					N			6.5						
S_52f94d69	14	27	Human Excrement Compost				TL		10	2022-03-08		14	13.5	12	12.75	7.3	1.4	5.9		coconut coir	coconut coir	10.3	100	2					N			6.5			Y		Y	
S_51c8ae8d	14	28	Human Excrement Compost Pre-Roll				TL		11	2022-03-24		15	17	18	17.5	7.3	1.4	5.9	small dead black flies	coconut coir	coconut coir	12.1	82	2					N			6.2						
S_33c2781d	14	29	Human Excrement Compost				TL		11	2022-03-24		15	18	20	19	7.3	1.4	5.9		coconut coir	coconut coir	15.6	53	2					N			6.2			Y			Y
S_b2f9ad1b	14	30	Human Excrement Compost Pre-Roll				TL		12	2022-03-31		16	14.5	15	14.75	6.9	1.4	5.5	small dead black flies	coconut coir	coconut coir	12.2	100	2					N			6.2						
S_fd4bee6c	14	31	Human Excrement Compost				TL		12	2022-03-31		16	14.5	15	14.75	6.9	1.4	5.5		coconut coir	coconut coir	13.9	70	2					N			6.2			Y		Y	
S_7c679aa7	14	32	Human Excrement Compost Pre-Roll				TL		13	2022-04-07		17	18.5	17	17.75	7.2	1.4	5.8		coconut coir	coconut coir	13.4	100	2					N			6.2						
S_f5af7273	14	33	Human Excrement Compost				TL		13	2022-04-07		17	18	17	17.5	7.2	1.4	5.8		coconut coir	coconut coir	14.9	84	2					N			5.5			Y			Y
S_ce6efebe	14	34	Human Excrement Compost Pre-Roll				JM		14	2022-04-14		18	19	17	18	7.1	1.4	5.7		coconut coir	coconut coir	11.6	99	2					N			5						
S_7585579c	14	35	Human Excrement Compost				JM		14	2022-04-14		18	18.5	17	17.75	7.1	1.4	5.7		coconut coir	coconut coir	13.8	84	2					N			5			Y		Y	
S_f99e9c04	14	36	Human Excrement Compost Pre-Roll				TL		15	2022-04-21		19	15.5	15	15.25	7.1	1.4	5.7		coconut coir	coconut coir; sprout	13.9	100	2					N			5	Small sprout in HEC; 2 leaves					
S_04cc593e	14	37	Human Excrement Compost				TL		15	2022-04-21		19	16	15	15.5	7.1	1.4	5.7		coconut coir	coconut coir	15.5	100	2					N			5			Y			Y
S_651d78d2	14	38	Human Excrement Compost Pre-Roll				TL		16	2022-04-28		20	15	14	14.5	7.1	1.4	5.7	single dead fly	coconut coir	coconut coir	11.9	100	2					N			6						
S_c92049eb	14	39	Human Excrement Compost				TL		16	2022-04-28		20	16.5	14	15.25	7.1	1.4	5.7		coconut coir	coconut coir	13.2	100	2					N			6			Y		Y	
S_264ee2d1	14	40	Human Excrement Compost Pre-Roll				TL		17	2022-05-05		1	16.5	14	15.25	7	1.4	5.6		coconut coir	coconut coir	11.6	99	2					N			6						
S_4129bc1c	14	41	Human Excrement Compost				TL		17	2022-05-05		1	15.5	14	14.75	7	1.4	5.6		coconut coir	coconut coir	11.5	100	2					N			6			Y			Y
S_4eead161	14	42	Human Excrement Compost Pre-Roll				LW		18	2022-05-12		2	12	11	11.5	7	1.4	5.6	small dead black flies	coconut coir	coconut coir	11.4	99	2					N			6						
S_da863926	14	43	Human Excrement Compost				LW		18	2022-05-12		2	13	12	12.5	7	1.4	5.6		coconut coir	coconut coir	10.4	66	2					N			6			Y	Y	Y	
S_a66677d8	14	44	Human Excrement Compost Pre-Roll				ST		19	2022-05-19		3	18	17	17.5	7	1.4	5.6	small dead and alive black flies	coconut coir	coconut coir; feces; large air pocket	15	100	2					N			6						
S_3b0cedf8	14	45	Human Excrement Compost				ST		19	2022-05-19		3	18	18	18	7	1.4	5.6		coconut coir	coconut coir; feces; large air pocket	14.6	100	2					N			6			Y			Y
S_7f333423	14	46	Human Excrement Compost Pre-Roll				ST		20	2022-05-26		4	22	21	21.5	7	1.4	5.6	small dead and alive black flies, one small black ant	coconut coir	coconut coir; mating black flies;	14.7	100	2					N			5.5						
S_d8a2cb00	14	47	Human Excrement Compost				ST		20	2022-05-26		4	24	23	23.5	7	1.4	5.6		coconut coir	coconut coir	14.9	80	2					N			5.5			Y		Y	
S_c8e40add	14	48	Human Excrement Compost Pre-Roll				ST		21	2022-06-02		5	19.5	20	19.75	7.1	1.4	5.7	small dead flies	coconut coir; live black flies	coconut coir; live black flies	14	100	2					N			6						
S_27c097e7	14	49	Human Excrement Compost				ST		21	2022-06-02		5	19	20	19.5	7.1	1.4	5.7		coconut coir	coconut coir	14	90	2					N			6			Y			Y
S_0ffd7517	14	50	Human Excrement Compost Pre-Roll				ST		22	2022-06-09		6	20	21.5	20.75	7.1	1.4	5.7	dead black flies	coconut coir; live black flies	coconut coir; feces; live black flies	16.6	100	2					N			6						
S_920bd1c2	14	51	Human Excrement Compost				ST		22	2022-06-09		6	20	21.5	20.75	7.1	1.4	5.7		coconut coir; live black flies	coconut coir	17.1	100	2					N			6			Y		Y	
S_e657da10	14	52	Human Excrement Compost Pre-Roll				ST		23	2022-06-16		7	24	23	23.5	7	1.4	5.6	dead black flies	coconut coir; live black flies	coconut coir; live black flies	16.3	100	2					Y	live black flies	too fast to measure	5						
S_47d2b017	14	53	Human Excrement Compost				ST		23	2022-06-16		7	24.5	23	23.75	7	1.4	5.6		coconut coir; live black flies	coconut coir	17.2	100	2					N			5			Y			Y
S_b8233170	14	54	Human Excrement Compost Pre-Roll				ST		24	2022-06-23		8	24	23	23.5	7	1.4	5.6	dead black flies	coconut coir; live black flies	coconut coir; feces; live black flies	16.1	100	2					N			5						
S_eb8f00b3	14	55	Human Excrement Compost				ST		24	2022-06-23		8	24	23	23.5	7	1.4	5.6		coconut coir; live black flies	coconut coir; feces; air pocket	17.6	97	2					N			5			Y		Y	
S_282f543d	14	56	Human Excrement Compost Pre-Roll				ST		25	2022-06-30		9																										
S_94c45e44	14	57	Human Excrement Compost				ST		25	2022-06-30		9	20	19	19.5	7	1.4	5.6		coconut coir; live black flies	coconut coir; live black flies; feces; air pocket	17.5	100	2					N			5			Y			Y
S_27904669	14	58	Human Excrement Compost Pre-Roll				JM		26			10																										
S_cb936c53	14	59	Human Excrement Compost				ST		26	2022-07-07		10	21.5	21	21.25	7	1.4	5.6	dust	coconut coir; live black flies	coconut coir; live black flies; feces; air pocket	17.3	100	2					Y	live black flies	too fast to measure	5			Y		Y	
S_e2e6ce73	14	60	Human Excrement Compost Pre-Roll				JM		27			11																										
S_b542b6d6	14	61	Human Excrement Compost				ST		27	2022-07-14		11	24	24	24	6.9	1.4	5.5	dust	coconut coir; live black flies	coconut coir; live black flies; feces	21	100	2					N			6			Y			Y
S_5f9b4f08	14	62	Human Excrement Compost				ST		28	2022-07-21		12	21.5	21	21.25	6.9	1.4	5.5	dust	coconut coir; live black flies	coconut coir; live black flies; feces	18.4	100	2					N			5.5			Y		Y	
S_f47e3894	14	63	Human Excrement Compost				ST		29	2022-07-28		13	21	20	20.5	7	1.4	5.6		coconut coir; live black flies	coconut coir; live black flies; feces	18.6	100	2					N			6			Y			Y
S_f90fa4e0	14	64	Human Excrement Compost				ST		30	2022-08-04		14	18	18	18	6.9	1.4	5.5		coconut coir	coconut coir; live black flies; feces	18.4	100	2					N			5.5			Y		Y	
S_9957dea8	14	65	Human Excrement Compost				ST		31	2022-08-11		15	19.5	20	19.75	6.9	1.4	5.5		coconut coir	coconut coir; live black flies; feces	17.7	100	2					N			5			Y			Y
S_7889da3a	14	66	Human Excrement Compost				JM		32	2022-08-18		16	22.5	20	21.25	6.9	1.4	5.5		coconut coir; live black flies	coconut coir; live black flies; feces	18.4	100	2					N			5			Y		Y	
S_c345b946	14	67	Human Excrement Compost				ST		33	2022-08-25		17	18	18	18	6.8	1.4	5.4		coconut coir	coconut coir; live black flies; feces	17.3	100	2					N			4.5			Y			Y
S_acc17583	14	68	Human Excrement Compost				AR		34	2022-09-01		18	24.5	25	24.75	6.8	1.4	5.4		coconut coir; live black flies	coconut coir; live black flies	19.6	87	2					N			4.5			Y		Y	
S_fec61b60	14	69	Human Excrement Compost				AR		35	2022-09-08		19	20.5	20	20.25	6.8	1.4	5.4		coconut coir	coconut coir; live black flies	17.9	100	2					Y	light brown pupa	3	4.5			Y	Y		Y
S_83c7405e	14	70	Human Excrement Compost				AR		36	2022-09-15		20	18	18	18	6.7	1.4	5.3		coconut coir	cocnut coir	15.6	100	2					N			4.5			Y		Y	
S_7db0a220	14	71	Human Excrement Compost				AR		37	2022-09-22		1	19	19	19	6.7	1.4	5.3		coconut coir	coconut coir	16.5	100	2					N			4.5			Y			Y
S_8e87bb0f	14	72	Human Excrement Compost				KVO		38	2022-09-29		2	15.5	16	15.75	6.7	1.4	5.3		coconut coir	coconut coir, feces	14.5	100	2					N			4.5			Y		Y	
S_83723841	14	73	Human Excrement Compost				AR		39	2022-10-06		3	15	15	15	6.8	1.4	5.4		coconut coir	coconut coir; feces	13.2	100	2					N			4.5			Y			Y
S_829e4177	14	74	Human Excrement Compost				AR		40	2022-10-13		4	15	15	15	6.7	1.4	5.3		coconut coir	coconut coir	11.6	100	2					N			4.5			Y		Y	
S_5b3ecf01	14	75	Human Excrement Compost				AR		41	2022-10-20		5	19	19	19	6.8	1.4	5.4		coconut coir	coconut coir; feces	10.9	100	2					N			4.5			Y			Y
S_f1e431dc	14	76	Human Excrement Compost				KVO		42	2022-10-27		6	15	15	15	6.7	1.4	5.3		coconut coir	coconut coir; feces	10.6	100	2					N			4.5			Y		Y	
S_86905dbd	14	77	Human Excrement Compost				KVO		43	2022-11-03		7	10	10	10	6.7	1.4	5.3		coconut coir	coconut coir	10.2	100	2					N			4.5			Y			Y
S_f26907b0	14	78	Human Excrement Compost				AR		44	2022-11-10		8	15	14	14.5	6.7	1.4	5.3		coconut coir	coconut coir	9.7	100	2					N			4.5			Y		Y	
S_ba4be4c0	14	79	Human Excrement Compost				KVO		45	2022-11-17		9	11	11	11	6.7	1.4	5.3		coconut coir	coconut coir; feces	9.1	100	2					N			4.5			Y			Y
S_55a90688	14	80	Human Excrement Compost				AR		46	2022-11-24		10	11	11	11	6.6	1.4	5.2		coconut coir	coconut coir; feces	10.1	92	2					N			4.5			Y		Y	
S_d147b4ea	14	81	Human Excrement Compost				AR		47	2022-12-01		11	13	13	13	6.7	1.4	5.3		coconut coir	coconut coir	9.7	100	2					N			4.5			Y			Y
S_73dafc03	14	82	Human Excrement Compost				KVO		48	2022-12-08		12	10	9	9.5	6.7	1.4	5.3		coconut coir	coconut coir	9.3	100	2					N			5			Y		Y	
S_0513d081	14	83	Human Excrement Compost				AR		49	2022-12-15		13	14	15	14.5	6.6	1.4	5.2		coconut coir	coconut coir; feces	10.5	92	2					N			4.5			Y			Y
S_5a1267aa	14	84	Human Excrement Compost				KVO		50	2022-12-22		14	13	13	13	6.6	1.4	5.2		coconut coir	coconut coir	9.6	100	2					N			4.5			Y		Y	
S_bb59b60a	14	85	Human Excrement Compost				KVO		51	2022-12-29		15	9	9	9	6.6	1.4	5.2		coconut coir	coconut coir	8.6	100	2					N			4.5			Y			Y
S_8777baf4	14	86	Human Excrement Compost				KVO		52	2023-01-05		16	11	11	11	6.6	1.4	5.2		coconut coir	coconut coir	9.1	100	2					N			4.5			Y	Y	Y	
S_3962d6d5	14		Human Excrement Compost				PI			2023-08-10		3	23	22.5	22.75	6.4	1.4	5		coconut coir	coconut coir	17.1	100	2					N			4.5	Samples collected; DNA not extracted					
S_94fdfab4	15	1	Bulking Material				Participant	Coconut Coir																											Y	Y		Y
S_de81a89d	15	1	Inside Toilet Pre Use				Participant																												Y			Y
S_22f70128	15	2	Other Controls				Participant																												Y			
S_0f5ecd65-4B	15	3	Soil Nearby Toilet				Participant																												Y			Y
S_f7743976	15	4	Human Excrement				Participant																												Y	Y		Y
S_7462fb8a	15	5	Human Excrement				Participant																												Y	Y		Y
S_4b25ce63	15	6	Human Excrement				Participant																												Y	Y		Y
S_59b07287	15	7	Human Excrement Compost				ST		1	2022-07-14	Summer	7	25	24	24.5	4.9	1.4	3.5	dead flies and dead brown pupa	coconut coir	coconut coir; feces	20.2	88	2					N			7.5			Y	Y		Y
S_2c50fd6a	15	8	Human Excrement Compost				ST		2	2022-07-21	Summer	8	22	21	21.5	4.9	1.4	3.5	dead flies; dust	coconut coir	coconut coir; feces	18.9	79	2					N			7.5			Y		Y	
S_355e9e9a	15	9	Human Excrement Compost				ST		3	2022-07-28	Summer	3	21	20	20.5	4.9	1.4	3.5	dead flies; live flies; dust	coconut coir	coconut coir; feces; small live black flies	18.6	83	2					N			7.5			Y			Y
S_33206707	15	10	Human Excrement Compost				ST		4	2022-08-04	Summer	4	18	18	18	4.9	1.4	3.5	dead flies; live flies; dust	coconut coir	coconut coir; small air pocket	18.7	100	2					N			7			Y		Y	
S_94391117	15	11	Human Excrement Compost				ST		5	2022-08-11	Summer	5	19.5	19	19.25	4.9	1.4	3.5	dead flies; live flies; dust	coconut coir	coconut coir	18.2	100	2					N			7			Y			Y
S_0c94287c	15	12	Human Excrement Compost				JM		6	2022-08-18	Summer	6	22.5	23	22.75	4.9	1.4	3.5	dead flies; live flies; dust	coconut coir	coconut coir	19.1	67	2					N			7			Y		Y	
S_97bff4fc	15	13	Added water				JM		6	2022-08-18	Summer																						Added 200 mL Invitrogen ultra pure distilled water					
S_c224879a	15	14	Human Excrement Compost				ST		7	2022-08-25	Summer	7	18	18	18	5	1.4	3.6	dead flies; live flies	coconut coir	coconut coir; live black flies	17.8	100	2					N			7			Y			Y
S_42c1ae49	15	15	Human Excrement Compost				AR		8	2022-09-01	Summer	8	25.5	26	25.75	5.1	1.4	3.7	live flies	coconut coir; live black flies	coconut coir; small white organism	19.9	73	2					Y	live black fly	2	6.5			Y		Y	
S_c4e51021	15	16	Human Excrement Compost				AR		9	2022-09-08		9	20.5	21	20.75	5	1.4	3.6	black flies	coconut coir	coconut coir; live black flies	17.8	100	2					Y	live black fly	4	6.25			Y			Y
S_499d0ca7	15	17	Human Excrement Compost				AR		10	2022-09-15		10	18	18	18	5	1.4	3.6		coconut coir	coconut coir; live black flies	14.7	100	2					Y	live black fly; white pupa	4; 2	6.25			Y		Y	
S_401dae8e	15	18	Human Excrement Compost				AR		11	2022-09-22		11	20	20	20	5	1.4	3.6		coconut coir; live black flies	coconut coir; feces; live black flies	17.5	100	2					Y	live black flies	3	5.5			Y			Y
S_20a5ed1d	15	19	Human Excrement Compost				KVO		12	2022-09-29		12	15.5	15	15.25	5	1.4	3.6		coconut coir; live black flies	coconut coir; live black flies	14.8	92	2					Y	live black fly	2	5.5			Y		Y	
S_5a3dec71	15	20	Human Excrement Compost				AR		13	2022-10-06		13	15	15	15	5	1.4	3.6		coconut coir; live black flies	coconut coir; live black flies	13.6	95	2					Y	live black fly	3	5.5			Y			Y
S_46b4c69e	15	21	Human Excrement Compost				AR		14	2022-10-13		14	15	15	15	5	1.4	3.6		coconut coir; live black flies	coconut coir; feces; live black flies	11.6	66	2					Y	live black fly	3	5			Y		Y	
S_7ff1d3c4	15	22	Human Excrement Compost				AR		15	2022-10-20		15	17.5	18	17.75	5	1.4	3.6		coconut coir; live black flies	coconut coir; live black flies	11.5	65	2					Y	live black fly	3	5			Y			Y
S_fa99b508	15	23	Human Excrement Compost				KVO		16	2022-10-27		16	15	15	15	4.9	1.4	3.5		coconut coir	coconut coir	10.9	96	2					N			5			Y		Y	
S_ef484731	15	24	Human Excrement Compost				KVO		17	2022-11-03		17	11	11	11	4.9	1.4	3.5		coconut coir	coconut coir	10.9	100	2					N			5			Y			Y
S_bc809275	15	25	Human Excrement Compost				KVO		18	2022-11-10		18	14.5	14	14.25	4.9	1.4	3.5		coconut coir	coconut coir	9.8	100	2					Y	live black fly	2	5			Y	Y	Y	
S_d75c6bb4	15	26	Human Excrement Compost				KVO		19	2022-11-17		19	12.5	12	12.25	4.9	1.4	3.5		coconut coir	coconut coir; live black flies	9.6	100	2					N			5			Y			Y
S_1326293d	15	27	Human Excrement Compost				AR		20	2022-11-24		20	16.5	16	16.25	4.9	1.4	3.5		coconut coir	coconut coir	10.3	67	2					N			5			Y		Y	
S_76f604cd	15	28	Human Excrement Compost				AR		21	2022-12-01		1	12	12	12	4.9	1.4	3.5	black flies	coconut coir	coconut coir	10	78	2					N			5			Y			Y
